alāku,ana,muhhu,681-669,Neo-Babylonian,,,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s89_343,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s89_345,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s89_344,,,Esarhaddon,,,,x,,,illaka,muhhi,ana,,,x,obl,,,http://oracc.org/saao/saa18/P238105,89,89,,,,,,,,,,,,,SAA 18 089,elders of the Sealand,the king,Kuyunjik (Nineveh),Administrative Letter,Sealand
alāku,ina,pānu,706-692,Neo-Babylonian,,,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s55_60,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s55_62,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s55_61,,,Sennacherib,,,x,,,,lillikamma,pān,ina,,,x,obl,,,http://oracc.org/saao/saa17/P238116,55,55,,,,,,,,,,,,,SAA 17 111,Aqar-Bel-lumur,the king,Kuyunjik (Nineveh),Administrative Letter,Gambulu
alāku,ana,pû,668-653,Neo-Babylonian,,,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s45_108,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s45_106,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s45_105,,,Ashurbanipal,,,,,x,,ittalak,pî,ana,,,x,obl,,,http://oracc.org/saao/saa18/P237839,45,45,,,,,,,,,,,,,SAA 18 202,šandabakku (of Nippur,the king,Kuyunjik (Nineveh),Administrative Letter,Nippur
alāku,ana,pû,668-653,Neo-Babylonian,,,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s45_108,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s45_106,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s45_105,,,Ashurbanipal,,,,,x,,ittalak,pî,ana,,,x,obl,,,http://oracc.org/saao/saa18/P237839,45,45,,,,,,,,,,,,,SAA 18 202,šandabakku (of Nippur,the king,Kuyunjik (Nineveh),Administrative Letter,Nippur
alāku,ina,qātu,before 648*-V,Neo-Babylonian,,pūtu,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s62_28,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s62_25,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s62_24,,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s62_22,Ashurbanipal,,,,,x,,alkā,qātīkunu,ina,,pūssunu,x,obl,,NOUN,http://oracc.org/saao/saa21/P393854,62,62,,,,,,,,,,,,,SAA 21 004,the king,Babylonians,Kuyunjik (Nineveh),Administrative Letter,Nineveh
alāku,ina,qātu,652,Neo-Babylonian,,,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s61_138,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s61_136,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s61_135,,,Ashurbanipal,,,,,x,,allak,qāt,ina,,,x,obl,,,http://oracc.org/saao/saa21/P393853,61,61,,,,,,,,,,,,,SAA 21 008,the king,Babylonians (or Urukians,Kuyunjik (Nineveh),Administrative Letter,Nineveh
amāru,ištu,libbu,,Neo-Assyrian,raṣappi,ṣābu,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s136_125,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s136_129,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s136_128,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s136_130,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s136_124,Tiglath-pileser III,x,,,,,,ētamar,libbi,issu,Raṣappi,ṣābāni,x,obl,PROPN,NOUN,http://oracc.org/saao/saa19/P393627,136,136,,,,,,,,,,,,,SAA 19 060,Duri-Aššur,the king,Nimrud (Kalhu),Administrative Letter,Tušhan
amāru,ištu,libbu,,Neo-Assyrian,raṣappi,ša-bēt-kūdini,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s136_125,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s136_129,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s136_128,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s136_130,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s136_121,Tiglath-pileser III,x,,,,,,ētamar,libbi,issu,Raṣappi,ša-bēt-kūdin,x,obl,PROPN,NOUN,http://oracc.org/saao/saa19/P393627,136,136,,,,,,,,,,,,,SAA 19 060,Duri-Aššur,the king,Nimrud (Kalhu),Administrative Letter,Tušhan
amāru,ina,pānu,721-705,Neo-Assyrian,aššur-daʾʾinanni,,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s113_77,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s113_73,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s113_72,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s113_74,,Sargon II,,x,,,,,āmur,pān,ina,Aššur-daʾʾinanni,,x,obl,PROPN,,http://oracc.org/saao/saa19/P393674,113,113,,,,,,,,,,,,,SAA 19 194,Nabu-belu-ka’’in,the king,Nimrud (Kalhu),Administrative Letter,Kar-Šarrukin
amru,ana,muhhu,721-705,Neo-Babylonian,ahu,ramānu,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s93_48,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s93_46,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s93_45,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s93_47,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s93_44,Sargon II,,x,,,,,amur,muhhi,ana,ahīya,ramnā,x,iobj,NOUN,NOUN,http://oracc.org/saao/saa19/P393689,93,93,,,,,,,,,,,,,SAA 19 202,unknown,unknown,Nimrud (Kalhu),Administrative Letter,Babylonia
anqullu,ina,libbu,680-631,,,,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s55_68,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s55_67,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s55_66,,,Esarhaddon or Ashurbanipal,,,,x,x,,anqullē,libbi,,,,x,obl,,,http://oracc.org/saao/saa10/P334276,55,55,,,,,,,,,,,,,SAA 10 079,Nabu-ahhe-eriba,,Kuyunjik (Nineveh),Scholarly Letter,
arādu,ina,muhhu,,Neo-Assyrian,nāru,qātā-,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s181_40,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s181_38,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s181_37,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s181_39,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s181_36,Tiglath-pileser III,x,,,,,,attūrid,muhhi,ina,nāri,qātāya,x,iobj,NOUN,NOUN,http://oracc.org/saao/saa19/P224498,181,181,I personally went down to the river bank  ŠU.2-a.a ina ⸢UGU⸣ ÍD at-tu-rid,,,,,Statement,Literal,,,,,"This phrase is technically not BPC, but involves adverb qātāya",SAA 19 009,Ululayu,the king,Nimrud (Kalhu),Administrative Letter,Nimrud
arāmu,ana,muhhu,681,Neo-Babylonian,,,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s64_63,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s64_58,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s64_57,,,Esarhaddon,,,,x,,,ītermū,muhhi,ana,,,x,obl,,,http://oracc.org/saao/saa18/P236909,64,64,,,,,,,,,,,,,SAA 18 100,unknown,the king,Kuyunjik (Nineveh),Administrative Letter,Babylonia
ašābu,ina,libbu,652-649,Neo-Babylonian,,bītu,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s81_79,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s81_78,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s81_77,,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s81_73,Ashurbanipal,,,,,x,,lūšibū,libbi,ina,,bītu,x,obl,,NOUN,http://oracc.org/saao/saa21/P238663,81,81,,,,,,,,,,,,,SAA 21 107,Illil-bani?,the king,Kuyunjik (Nineveh),Administrative Letter,Nippur
ašāru,ina,libbu,679-675,Neo-Assyrian,,,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s200_31,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s200_27,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s200_26,,,Esarhaddon,,,,x,,,ētašru,libbi,,,,x,obl,,,http://oracc.org/saao/saa16/P334292,200,200,they have checked them according to the writing-board and received them in the city of Sudanina.,,,,,Statement,,,,,,,SAA 16 139,Nabu-ra’im-nišešu,the king,Kuyunjik (Nineveh),Administrative Letter,
ašāru,ina,pānu,730,Neo-Assyrian,larakaya,nišu,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s163_25,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s163_22,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s163_21,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s163_23,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s163_19,Tiglath-pileser III,x,,,,,,ātašar,pān,ina,Larakaya,nišē,x,iobj,PROPN,NOUN,http://oracc.org/saao/saa19/P393644,163,163,I checked and received the people who were in the custody of the citizens of Larak (and) Nippur.,,,,,Statement,,,,,,,SAA 19 101,Šamaš-bunaya,the king,Nimrud (Kalhu),Administrative Letter,Northern Babylonia
aṣû,ina,muhhu,680,Neo-Assyrian,ašlu,dannaya,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s55_130,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s55_125,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s55_124,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s55_126,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s55_129,Esarhaddon,,,,x,,,ussēṣi,muhhi,,ašli,Dannaya,x,obl,NOUN,PROPN,http://oracc.org/saao/saa16/P334325,55,55,,,,,,,,,,,,,SAA 16 095,no sender,the king,Kuyunjik (Nineveh),Administrative Letter,
balāṭu,ina,libbu,669-631,Neo-Assyrian,ilu,,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s52_24,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s52_18,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s52_17,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s52_19,,Ashurbanipal,,,,,x,,abtalaṭ,libbi,ina,ili,,x,obl,NOUN,,http://oracc.org/saao/saa21/P452742,52,52,and have recovered with the help of God and the king’s genie.,,,,,Statement++,Literal,,AJ,Basic+,,,SAA 21 119,Tammaritu (II,the king,Kuyunjik (Nineveh),Administrative Letter,Elam
banû,ina,libbu,681-669,Neo-Babylonian,,,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s27_136,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s27_132,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s27_131,,,Esarhaddon,,,,x,,,abtani,libbi,ina,,,x,obl,,,http://oracc.org/saao/saa18/P336157,27,27,,,,,,,,,,,,,SAA 18 071,Naram-Sin,"the king, saviour of Assyria, king of the world, king of the lands",Kuyunjik (Nineveh),Administrative Letter,Nippur
bašû,ištu,libbu,before 648*-V,Neo-Babylonian,,ṭābu,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s62_17,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s62_13,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s62_12,,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s62_2,Ashurbanipal,,,,,x,,ibašši,libbi,ultu,,ṭābkunu,x,obl,,NOUN,http://oracc.org/saao/saa21/P393854,62,62,,,,,,,,,,,,,SAA 21 004,the king,Babylonians,Kuyunjik (Nineveh),Administrative Letter,Nineveh
bašû,ina,qātu,before 648*-V,Neo-Babylonian,,,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s62_90,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s62_86,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s62_85,,,Ashurbanipal,,,,,x,,ibbašši,qāt,ina,,,x,obl,,,http://oracc.org/saao/saa21/P393854,62,62,,,,,,,,,,,,,SAA 21 004,the king,Babylonians,Kuyunjik (Nineveh),Administrative Letter,Nineveh
buʾʾu,ana,pānu,721-705,Neo-Babylonian,šarru,abi-yaqar,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s58_124,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s58_118,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s58_117,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s58_119,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s58_112,Sargon II,,x,,,,,ubaʾʾa,pān,ana,šarri,Abi-yaqar,x,obl,NOUN,PROPN,http://oracc.org/saao/saa17/P237651,58,58,,,,,,,,,,,,,SAA 17 152,"Abi-yaqiya, Abi-yadi', Zerutu, Šulluma, Ahi-bigayanu",the king,Kuyunjik (Nineveh),Administrative Letter,Tubliaš
buʾʾu,ana,pānu,721-705,Neo-Babylonian,šarru,ṣabû,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s58_124,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s58_118,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s58_117,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s58_119,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s58_122,Sargon II,,x,,,,,ubaʾʾa,pān,ana,šarri,ṣebi,x,obl,NOUN,ADJ,http://oracc.org/saao/saa17/P237651,58,58,,,,,,,,,,,,,SAA 17 152,"Abi-yaqiya, Abi-yadi', Zerutu, Šulluma, Ahi-bigayanu",the king,Kuyunjik (Nineveh),Administrative Letter,Tubliaš
buʾʾû,ina,muhhu,646*-IV-26,Neo-Assyrian,,ardu,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s39_75,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s39_69,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s39_68,,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s39_70,Ashurbanipal,,,,,x,,ubaʾʾu,muhhišunu,ina,,urdānīya,x,obl,,NOUN,http://oracc.org/saao/saa21/P393823,39,39,,,,,,,,,,,,,SAA 21 122,"Ummanaldasu (III), king of Elam","Ashurbanipal, king of Assyria",Kuyunjik (Nineveh),Administrative Letter,Elam
buʾʾû,ina,muhhu,721-705,Neo-Assyrian,nāgiru,,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s205_35,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s205_27,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s205_26,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s205_28,,Sargon II,,x,,,,,lubaʾʾi,muhhi,ina,nāgiri,,x,obl,NOUN,,http://oracc.org/saao/saa19/P224503,205,205,w[h]o should be held accountable for ..,,,,,Question+,,,,,,,SAA 19 217,unknown,the king,Nimrud (Kalhu),Administrative Letter,(unknown)
dâku,ina,libbu,652-648,Neo-Babylonian,,,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s74_59,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s74_54,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s74_53,,,Ashurbanipal,,,,,x,,iddūkū,libbi,ina,,,x,obl,,,http://oracc.org/saao/saa18/P237820,74,74,"the Biratians, the king's servants, killed four of the king of Babylon's men;",,,,,,,,,,,,SAA 18 146,Nabu-šumu-lišir,the king of the lands,Kuyunjik (Nineveh),Administrative Letter,Birati
dâku,ina,libbu,729,Neo-Assyrian,abullu,,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s144_62,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s144_60,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s144_59,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s144_61,,Tiglath-pileser III,x,,,,,,iddūku,libbi,ina,abullāti,,x,obl,NOUN,,http://oracc.org/saao/saa19/P393635,144,144,,,,,,,,,,,,Cognate accusative,SAA 19 080,Aššur-šallimanni,the king,Nimrud (Kalhu),Administrative Letter,Arrapha
dâku,ištu,pānu,669-631,Neo-Assyrian,,,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s60_36,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s60_35,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s60_34,,,Ashurbanipal,,,,,x,,duāku,pāni,issu,,,x,obl,,,http://oracc.org/saao/saa21/P424577,60,60,,,,,,,,,,,,,SAA 21 141,unknown,the king,Kuyunjik (Nineveh),Administrative Letter,(unknown)
